********,******(),*****()*,****()**,****()(),***()***,***()*(),***()()*,**()****,**()**(),**()*()*,**()()**,**()()(),*()*****,*()***(),*()**()*,*()*()**,*()*()(),*()()***,*()()*(),*()()()*,()******,()****(),()***()*,()**()**,()**()(),()*()***,()*()*(),()*()()*,()()****,()()**(),()()*()*,()()()**,()()()()
13254768,13254786,13254678,[13257468],[13257486],13245768,13245786,13245678,[13524768],[13524786],[13524678],[13527468],[13527486],12354768,12354786,12354678,[12357468],[12357486],12345768,12345786,12345678,31254768,31254786,31254678,[31257468],[31257486],31245768,31245786,31245678,[31524768],[31524786],[31524678],[31527468],[31527486]
58231746,58231764,58231476,[58237146],[58237164],58213746,58213764,58213476,58321746,58321764,58321476,[58327146],[58327164],[52831746],[52831764],[52831476],[52837146],[52837164],[52813746],[52813764],[52813476],85231746,85231764,85231476,[85237146],[85237164],85213746,85213764,85213476,85321746,85321764,85321476,[85327146],[85327164]
58241637,58241673,58241367,58246137,[58246173],58214637,58214673,58214367,58421637,58421673,58421367,[58426137],[58426173],[52841637],[52841673],[52841367],[52846137],[52846173],[52814637],[52814673],[52814367],85241637,85241673,85241367,85246137,[85246173],85214637,85214673,85214367,85421637,85421673,85421367,[85426137],[85426173]
58241736,58241763,58241376,58247136,[58247163],58214736,58214763,58214376,58421736,58421763,58421376,[58427136],[58427163],[52841736],[52841763],[52841376],[52847136],[52847163],[52814736],[52814763],[52814376],85241736,85241763,85241376,85247136,[85247163],85214736,85214763,85214376,85421736,85421763,85421376,[85427136],[85427163]
58243617,58243671,58243167,58246317,58246371,58234617,58234671,58234167,58423617,58423671,58423167,[58426317],[58426371],[52843617],[52843671],[52843167],[52846317],[52846371],[52834617],[52834671],[52834167],85243617,85243671,85243167,85246317,85246371,85234617,85234671,85234167,85423617,85423671,85423167,[85426317],[85426371]
58243716,58243761,58243176,58247316,58247361,58234716,58234761,58234176,58423716,58423761,58423176,[58427316],[58427361],[52843716],[52843761],[52843176],[52847316],[52847361],[52834716],[52834761],[52834176],85243716,85243761,85243176,85247316,85247361,85234716,85234761,85234176,85423716,85423761,85423176,[85427316],[85427361]
58261437,58261473,58261347,58264137,[58264173],58216437,58216473,58216347,58621437,58621473,58621347,58624137,[58624173],52861437,52861473,52861347,52864137,[52864173],[52816437],[52816473],[52816347],85261437,85261473,85261347,85264137,[85264173],85216437,85216473,85216347,85621437,85621473,85621347,85624137,[85624173]
58261734,58261743,58261374,58267134,58267143,58216734,58216743,58216374,58621734,58621743,58621374,[58627134],[58627143],52861734,52861743,52861374,52867134,52867143,[52816734],[52816743],[52816374],85261734,85261743,85261374,85267134,85267143,85216734,85216743,85216374,85621734,85621743,85621374,[85627134],[85627143]
58263417,58263471,58263147,58264317,58264371,58236417,58236471,[58236147],58623417,58623471,58623147,58624317,58624371,52863417,52863471,52863147,52864317,52864371,[52836417],[52836471],[52836147],85263417,85263471,85263147,85264317,85264371,85236417,85236471,[85236147],85623417,85623471,85623147,85624317,85624371
58263714,58263741,58263174,58267314,58267341,58236714,58236741,[58236174],58623714,58623741,58623174,[58627314],[58627341],52863714,52863741,52863174,52867314,52867341,[52836714],[52836741],[52836174],85263714,85263741,85263174,85267314,85267341,85236714,85236741,[85236174],85623714,85623741,85623174,[85627314],[85627341]
58264713,58264731,[58264173],58267413,58267431,58246713,58246731,[58246173],58624713,58624731,[58624173],[58627413],[58627431],52864713,52864731,[52864173],52867413,52867431,[52846713],[52846731],[52846173],85264713,85264731,[85264173],85267413,85267431,85246713,85246731,[85246173],85624713,85624731,[85624173],[85627413],[85627431]
58271436,58271463,58271346,58274136,[58274163],58217436,58217463,58217346,58721436,58721463,58721346,58724136,[58724163],52871436,52871463,52871346,52874136,[52874163],[52817436],[52817463],[52817346],85271436,85271463,85271346,85274136,[85274163],85217436,85217463,85217346,85721436,85721463,85721346,85724136,[85724163]
58271634,58271643,58271364,58276134,58276143,58217634,58217643,58217364,58721634,58721643,58721364,58726134,58726143,52871634,52871643,52871364,52876134,52876143,[52817634],[52817643],[52817364],85271634,85271643,85271364,85276134,85276143,85217634,85217643,85217364,85721634,85721643,85721364,85726134,85726143
58273416,58273461,58273146,58274316,58274361,58237416,58237461,[58237146],58723416,58723461,58723146,58724316,58724361,52873416,52873461,52873146,52874316,52874361,[52837416],[52837461],[52837146],85273416,85273461,85273146,85274316,85274361,85237416,85237461,[85237146],85723416,85723461,85723146,85724316,85724361
58273614,58273641,58273164,58276314,58276341,58237614,58237641,[58237164],58723614,58723641,58723164,58726314,58726341,52873614,52873641,52873164,52876314,52876341,[52837614],[52837641],[52837164],85273614,85273641,85273164,85276314,85276341,85237614,85237641,[85237164],85723614,85723641,85723164,85726314,85726341
58274613,58274631,[58274163],58276413,58276431,58247613,58247631,[58247163],58724613,58724631,[58724163],58726413,58726431,52874613,52874631,[52874163],52876413,52876431,[52847613],[52847631],[52847163],85274613,85274631,[85274163],85276413,85276431,85247613,85247631,[85247163],85724613,85724631,[85724163],85726413,85726431
58341627,58341672,58341267,58346127,[58346172],58314627,58314672,58314267,58431627,58431672,58431267,58436127,[58436172],[53841627],[53841672],[53841267],[53846127],[53846172],[53814627],[53814672],[53814267],85341627,85341672,85341267,85346127,[85346172],85314627,85314672,85314267,85431627,85431672,85431267,85436127,[85436172]
58341726,58341762,58341276,58347126,[58347162],58314726,58314762,58314276,58431726,58431762,58431276,58437126,[58437162],[53841726],[53841762],[53841276],[53847126],[53847162],[53814726],[53814762],[53814276],85341726,85341762,85341276,85347126,[85347162],85314726,85314762,85314276,85431726,85431762,85431276,85437126,[85437162]
58342617,58342671,58342167,58346217,58346271,58324617,58324671,58324167,58432617,58432671,58432167,58436217,58436271,[53842617],[53842671],[53842167],[53846217],[53846271],[53824617],[53824671],[53824167],85342617,85342671,85342167,85346217,85346271,85324617,85324671,85324167,85432617,85432671,85432167,85436217,85436271
58342716,58342761,58342176,58347216,58347261,58324716,58324761,58324176,58432716,58432761,58432176,58437216,58437261,[53842716],[53842761],[53842176],[53847216],[53847261],[53824716],[53824761],[53824176],85342716,85342761,85342176,85347216,85347261,85324716,85324761,85324176,85432716,85432761,85432176,85437216,85437261
58361427,58361472,58361247,58364127,[58364172],58316427,58316472,[58316247],58631427,58631472,58631247,58634127,[58634172],53861427,53861472,53861247,53864127,[53864172],[53816427],[53816472],[53816247],85361427,85361472,85361247,85364127,[85364172],85316427,85316472,[85316247],85631427,85631472,85631247,85634127,[85634172]
58361724,58361742,58361274,58367124,58367142,58316724,58316742,[58316274],58631724,58631742,58631274,58637124,[58637142],53861724,53861742,53861274,53867124,53867142,[53816724],[53816742],[53816274],85361724,85361742,85361274,85367124,85367142,85316724,85316742,[85316274],85631724,85631742,85631274,85637124,[85637142]
58362417,58362471,58362147,58364217,58364271,58326417,58326471,[58326147],58632417,58632471,58632147,58634217,58634271,53862417,53862471,53862147,53864217,53864271,[53826417],[53826471],[53826147],85362417,85362471,85362147,85364217,85364271,85326417,85326471,[85326147],85632417,85632471,85632147,85634217,85634271
58362714,58362741,58362174,58367214,58367241,58326714,58326741,[58326174],58632714,58632741,58632174,58637214,58637241,53862714,53862741,53862174,53867214,53867241,[53826714],[53826741],[53826174],85362714,85362741,85362174,85367214,85367241,85326714,85326741,[85326174],85632714,85632741,85632174,85637214,85637241
58364712,58364721,[58364172],58367412,58367421,58346712,58346721,[58346172],58634712,58634721,[58634172],[58637412],[58637421],53864712,53864721,[53864172],53867412,53867421,[53846712],[53846721],[53846172],85364712,85364721,[85364172],85367412,85367421,85346712,85346721,[85346172],85634712,85634721,[85634172],[85637412],[85637421]
58371426,58371462,58371246,58374126,[58374162],58317426,58317462,[58317246],58731426,58731462,58731246,58734126,[58734162],53871426,53871462,53871246,53874126,[53874162],[53817426],[53817462],[53817246],85371426,85371462,85371246,85374126,[85374162],85317426,85317462,[85317246],85731426,85731462,85731246,85734126,[85734162]
58371624,58371642,58371264,58376124,58376142,58317624,58317642,[58317264],58731624,58731642,58731264,58736124,58736142,53871624,53871642,53871264,53876124,53876142,[53817624],[53817642],[53817264],85371624,85371642,85371264,85376124,85376142,85317624,85317642,[85317264],85731624,85731642,85731264,85736124,85736142
58372416,58372461,58372146,58374216,58374261,58327416,58327461,[58327146],58732416,58732461,58732146,58734216,58734261,53872416,53872461,53872146,53874216,53874261,[53827416],[53827461],[53827146],85372416,85372461,85372146,85374216,85374261,85327416,85327461,[85327146],85732416,85732461,85732146,85734216,85734261
58372614,58372641,58372164,58376214,58376241,58327614,58327641,[58327164],58732614,58732641,58732164,58736214,58736241,53872614,53872641,53872164,53876214,53876241,[53827614],[53827641],[53827164],85372614,85372641,85372164,85376214,85376241,85327614,85327641,[85327164],85732614,85732641,85732164,85736214,85736241
58374612,58374621,[58374162],58376412,58376421,58347612,58347621,[58347162],58734612,58734621,[58734162],58736412,58736421,53874612,53874621,[53874162],53876412,53876421,[53847612],[53847621],[53847162],85374612,85374621,[85374162],85376412,85376421,85347612,85347621,[85347162],85734612,85734621,[85734162],85736412,85736421
58461327,58461372,58461237,58463127,[58463172],[58416327],[58416372],[58416237],58641327,58641372,58641237,58643127,[58643172],54861327,54861372,54861237,54863127,[54863172],[54816327],[54816372],[54816237],85461327,85461372,85461237,85463127,[85463172],[85416327],[85416372],[85416237],85641327,85641372,85641237,85643127,[85643172]
58461723,58461732,58461273,58467123,58467132,58416723,58416732,[58416273],58641723,58641732,58641273,58647123,58647132,54861723,54861732,54861273,54867123,54867132,[54816723],[54816732],[54816273],85461723,85461732,85461273,85467123,85467132,85416723,85416732,[85416273],85641723,85641732,85641273,85647123,85647132
58462317,58462371,58462137,58463217,58463271,[58426317],[58426371],[58426137],58642317,58642371,58642137,58643217,58643271,54862317,54862371,54862137,54863217,54863271,[54826317],[54826371],[54826137],85462317,85462371,85462137,85463217,85463271,[85426317],[85426371],[85426137],85642317,85642371,85642137,85643217,85643271
58462713,58462731,58462173,58467213,58467231,58426713,58426731,[58426173],58642713,58642731,58642173,58647213,58647231,54862713,54862731,54862173,54867213,54867231,[54826713],[54826731],[54826173],85462713,85462731,85462173,85467213,85467231,85426713,85426731,[85426173],85642713,85642731,85642173,85647213,85647231
58463712,58463721,[58463172],58467312,58467321,58436712,58436721,[58436172],58643712,58643721,[58643172],58647312,58647321,54863712,54863721,[54863172],54867312,54867321,[54836712],[54836721],[54836172],85463712,85463721,[85463172],85467312,85467321,85436712,85436721,[85436172],85643712,85643721,[85643172],85647312,85647321
58471326,58471362,58471236,58473126,[58473162],[58417326],[58417362],[58417236],58741326,58741362,58741236,58743126,[58743162],54871326,54871362,54871236,54873126,[54873162],[54817326],[54817362],[54817236],85471326,85471362,85471236,85473126,[85473162],[85417326],[85417362],[85417236],85741326,85741362,85741236,85743126,[85743162]
58471623,58471632,58471263,58476123,58476132,58417623,58417632,[58417263],58741623,58741632,58741263,58746123,58746132,54871623,54871632,54871263,54876123,54876132,[54817623],[54817632],[54817263],85471623,85471632,85471263,85476123,85476132,85417623,85417632,[85417263],85741623,85741632,85741263,85746123,85746132
58472316,58472361,58472136,58473216,58473261,[58427316],[58427361],[58427136],58742316,58742361,58742136,58743216,58743261,54872316,54872361,54872136,54873216,54873261,[54827316],[54827361],[54827136],85472316,85472361,85472136,85473216,85473261,[85427316],[85427361],[85427136],85742316,85742361,85742136,85743216,85743261
58472613,58472631,58472163,58476213,58476231,58427613,58427631,[58427163],58742613,58742631,58742163,58746213,58746231,54872613,54872631,54872163,54876213,54876231,[54827613],[54827631],[54827163],85472613,85472631,85472163,85476213,85476231,85427613,85427631,[85427163],85742613,85742631,85742163,85746213,85746231
58473612,58473621,[58473162],58476312,58476321,58437612,58437621,[58437162],58743612,58743621,[58743162],58746312,58746321,54873612,54873621,[54873162],54876312,54876321,[54837612],[54837621],[54837162],85473612,85473621,[85473162],85476312,85476321,85437612,85437621,[85437162],85743612,85743621,[85743162],85746312,85746321
58671324,58671342,58671234,58673124,[58673142],[58617324],[58617342],[58617234],58761324,58761342,58761234,58763124,[58763142],56871324,56871342,56871234,56873124,[56873142],[56817324],[56817342],[56817234],85671324,85671342,85671234,85673124,[85673142],[85617324],[85617342],[85617234],85761324,85761342,85761234,85763124,[85763142]
58671423,58671432,58671243,58674123,58674132,[58617423],[58617432],[58617243],58761423,58761432,58761243,58764123,58764132,56871423,56871432,56871243,56874123,56874132,[56817423],[56817432],[56817243],85671423,85671432,85671243,85674123,85674132,[85617423],[85617432],[85617243],85761423,85761432,85761243,85764123,85764132
58672314,58672341,58672134,58673214,58673241,[58627314],[58627341],[58627134],58762314,58762341,58762134,58763214,58763241,56872314,56872341,56872134,56873214,56873241,[56827314],[56827341],[56827134],85672314,85672341,85672134,85673214,85673241,[85627314],[85627341],[85627134],85762314,85762341,85762134,85763214,85763241
58672413,58672431,58672143,58674213,58674231,[58627413],[58627431],[58627143],58762413,58762431,58762143,58764213,58764231,56872413,56872431,56872143,56874213,56874231,[56827413],[56827431],[56827143],85672413,85672431,85672143,85674213,85674231,[85627413],[85627431],[85627143],85762413,85762431,85762143,85764213,85764231
58673412,58673421,[58673142],58674312,58674321,[58637412],[58637421],[58637142],58763412,58763421,[58763142],58764312,58764321,56873412,56873421,[56873142],56874312,56874321,[56837412],[56837421],[56837142],85673412,85673421,[85673142],85674312,85674321,[85637412],[85637421],[85637142],85763412,85763421,[85763142],85764312,85764321
67132548,67132584,67132458,[67135248],[67135284],67123548,67123584,67123458,67312548,67312584,67312458,[67315248],[67315284],[61732548],[61732584],[61732458],[61735248],[61735284],[61723548],[61723584],[61723458],76132548,76132584,76132458,[76135248],[76135284],76123548,76123584,76123458,76312548,76312584,76312458,[76315248],[76315284]
67132845,67132854,67132485,[67138245],[67138254],67123845,67123854,67123485,67312845,67312854,67312485,[67318245],[67318254],[61732845],[61732854],[61732485],[61738245],[61738254],[61723845],[61723854],[61723485],76132845,76132854,76132485,[76138245],[76138254],76123845,76123854,76123485,76312845,76312854,76312485,[76318245],[76318254]
67142538,67142583,67142358,67145238,[67145283],67124538,67124583,67124358,67412538,67412583,67412358,[67415238],[67415283],[61742538],[61742583],[61742358],[61745238],[61745283],[61724538],[61724583],[61724358],76142538,76142583,76142358,76145238,[76145283],76124538,76124583,76124358,76412538,76412583,76412358,[76415238],[76415283]
67142835,67142853,67142385,67148235,[67148253],67124835,67124853,67124385,67412835,67412853,67412385,[67418235],[67418253],[61742835],[61742853],[61742385],[61748235],[61748253],[61724835],[61724853],[61724385],76142835,76142853,76142385,76148235,[76148253],76124835,76124853,76124385,76412835,76412853,76412385,[76418235],[76418253]
67143528,67143582,67143258,67145328,67145382,67134528,67134582,67134258,67413528,67413582,67413258,[67415328],[67415382],[61743528],[61743582],[61743258],[61745328],[61745382],[61734528],[61734582],[61734258],76143528,76143582,76143258,76145328,76145382,76134528,76134582,76134258,76413528,76413582,76413258,[76415328],[76415382]
67143825,67143852,67143285,67148325,67148352,67134825,67134852,67134285,67413825,67413852,67413285,[67418325],[67418352],[61743825],[61743852],[61743285],[61748325],[61748352],[61734825],[61734852],[61734285],76143825,76143852,76143285,76148325,76148352,76134825,76134852,76134285,76413825,76413852,76413285,[76418325],[76418352]
67152438,67152483,67152348,67154238,[67154283],67125438,67125483,67125348,67512438,67512483,67512348,67514238,[67514283],[61752438],[61752483],[61752348],[61754238],[61754283],[61725438],[61725483],[61725348],76152438,76152483,76152348,76154238,[76154283],76125438,76125483,76125348,76512438,76512483,76512348,76514238,[76514283]
67152834,67152843,67152384,67158234,67158243,67125834,67125843,67125384,67512834,67512843,67512384,[67518234],[67518243],[61752834],[61752843],[61752384],[61758234],[61758243],[61725834],[61725843],[61725384],76152834,76152843,76152384,76158234,76158243,76125834,76125843,76125384,76512834,76512843,76512384,[76518234],[76518243]
67153428,67153482,67153248,67154328,67154382,67135428,67135482,[67135248],67513428,67513482,67513248,67514328,67514382,[61753428],[61753482],[61753248],[61754328],[61754382],[61735428],[61735482],[61735248],76153428,76153482,76153248,76154328,76154382,76135428,76135482,[76135248],76513428,76513482,76513248,76514328,76514382
67153824,67153842,67153284,67158324,67158342,67135824,67135842,[67135284],67513824,67513842,67513284,[67518324],[67518342],[61753824],[61753842],[61753284],[61758324],[61758342],[61735824],[61735842],[61735284],76153824,76153842,76153284,76158324,76158342,76135824,76135842,[76135284],76513824,76513842,76513284,[76518324],[76518342]
67154823,67154832,[67154283],67158423,67158432,67145823,67145832,[67145283],67514823,67514832,[67514283],[67518423],[67518432],[61754823],[61754832],[61754283],[61758423],[61758432],[61745823],[61745832],[61745283],76154823,76154832,[76154283],76158423,76158432,76145823,76145832,[76145283],76514823,76514832,[76514283],[76518423],[76518432]
67182435,67182453,67182345,67184235,[67184253],67128435,67128453,67128345,67812435,67812453,67812345,67814235,[67814253],61782435,61782453,61782345,61784235,[61784253],[61728435],[61728453],[61728345],76182435,76182453,76182345,76184235,[76184253],76128435,76128453,76128345,76812435,76812453,76812345,76814235,[76814253]
67182534,67182543,67182354,67185234,67185243,67128534,67128543,67128354,67812534,67812543,67812354,67815234,67815243,61782534,61782543,61782354,61785234,61785243,[61728534],[61728543],[61728354],76182534,76182543,76182354,76185234,76185243,76128534,76128543,76128354,76812534,76812543,76812354,76815234,76815243
67183425,67183452,67183245,67184325,67184352,67138425,67138452,[67138245],67813425,67813452,67813245,67814325,67814352,61783425,61783452,61783245,61784325,61784352,[61738425],[61738452],[61738245],76183425,76183452,76183245,76184325,76184352,76138425,76138452,[76138245],76813425,76813452,76813245,76814325,76814352
67183524,67183542,67183254,67185324,67185342,67138524,67138542,[67138254],67813524,67813542,67813254,67815324,67815342,61783524,61783542,61783254,61785324,61785342,[61738524],[61738542],[61738254],76183524,76183542,76183254,76185324,76185342,76138524,76138542,[76138254],76813524,76813542,76813254,76815324,76815342
67184523,67184532,[67184253],67185423,67185432,67148523,67148532,[67148253],67814523,67814532,[67814253],67815423,67815432,61784523,61784532,[61784253],61785423,61785432,[61748523],[61748532],[61748253],76184523,76184532,[76184253],76185423,76185432,76148523,76148532,[76148253],76814523,76814532,[76814253],76815423,76815432
67231548,67231584,67231458,[67235148],[67235184],67213548,67213584,67213458,67321548,67321584,67321458,[67325148],[67325184],[62731548],[62731584],[62731458],[62735148],[62735184],[62713548],[62713584],[62713458],76231548,76231584,76231458,[76235148],[76235184],76213548,76213584,76213458,76321548,76321584,76321458,[76325148],[76325184]
67231845,67231854,67231485,[67238145],[67238154],67213845,67213854,67213485,67321845,67321854,67321485,[67328145],[67328154],[62731845],[62731854],[62731485],[62738145],[62738154],[62713845],[62713854],[62713485],76231845,76231854,76231485,[76238145],[76238154],76213845,76213854,76213485,76321845,76321854,76321485,[76328145],[76328154]
67241538,67241583,67241358,67245138,[67245183],67214538,67214583,67214358,67421538,67421583,67421358,[67425138],[67425183],[62741538],[62741583],[62741358],[62745138],[62745183],[62714538],[62714583],[62714358],76241538,76241583,76241358,76245138,[76245183],76214538,76214583,76214358,76421538,76421583,76421358,[76425138],[76425183]
67241835,67241853,67241385,67248135,[67248153],67214835,67214853,67214385,67421835,67421853,67421385,[67428135],[67428153],[62741835],[62741853],[62741385],[62748135],[62748153],[62714835],[62714853],[62714385],76241835,76241853,76241385,76248135,[76248153],76214835,76214853,76214385,76421835,76421853,76421385,[76428135],[76428153]
67243518,67243581,67243158,67245318,67245381,67234518,67234581,67234158,67423518,67423581,67423158,[67425318],[67425381],[62743518],[62743581],[62743158],[62745318],[62745381],[62734518],[62734581],[62734158],76243518,76243581,76243158,76245318,76245381,76234518,76234581,76234158,76423518,76423581,76423158,[76425318],[76425381]
67243815,67243851,67243185,67248315,67248351,67234815,67234851,67234185,67423815,67423851,67423185,[67428315],[67428351],[62743815],[62743851],[62743185],[62748315],[62748351],[62734815],[62734851],[62734185],76243815,76243851,76243185,76248315,76248351,76234815,76234851,76234185,76423815,76423851,76423185,[76428315],[76428351]
67251438,67251483,67251348,67254138,[67254183],67215438,67215483,67215348,67521438,67521483,67521348,67524138,[67524183],[62751438],[62751483],[62751348],[62754138],[62754183],[62715438],[62715483],[62715348],76251438,76251483,76251348,76254138,[76254183],76215438,76215483,76215348,76521438,76521483,76521348,76524138,[76524183]
67251834,67251843,67251384,67258134,67258143,67215834,67215843,67215384,67521834,67521843,67521384,[67528134],[67528143],[62751834],[62751843],[62751384],[62758134],[62758143],[62715834],[62715843],[62715384],76251834,76251843,76251384,76258134,76258143,76215834,76215843,76215384,76521834,76521843,76521384,[76528134],[76528143]
67253418,67253481,67253148,67254318,67254381,67235418,67235481,[67235148],67523418,67523481,67523148,67524318,67524381,[62753418],[62753481],[62753148],[62754318],[62754381],[62735418],[62735481],[62735148],76253418,76253481,76253148,76254318,76254381,76235418,76235481,[76235148],76523418,76523481,76523148,76524318,76524381
67253814,67253841,67253184,67258314,67258341,67235814,67235841,[67235184],67523814,67523841,67523184,[67528314],[67528341],[62753814],[62753841],[62753184],[62758314],[62758341],[62735814],[62735841],[62735184],76253814,76253841,76253184,76258314,76258341,76235814,76235841,[76235184],76523814,76523841,76523184,[76528314],[76528341]
67254813,67254831,[67254183],67258413,67258431,67245813,67245831,[67245183],67524813,67524831,[67524183],[67528413],[67528431],[62754813],[62754831],[62754183],[62758413],[62758431],[62745813],[62745831],[62745183],76254813,76254831,[76254183],76258413,76258431,76245813,76245831,[76245183],76524813,76524831,[76524183],[76528413],[76528431]
67281435,67281453,67281345,67284135,[67284153],67218435,67218453,67218345,67821435,67821453,67821345,67824135,[67824153],62781435,62781453,62781345,62784135,[62784153],[62718435],[62718453],[62718345],76281435,76281453,76281345,76284135,[76284153],76218435,76218453,76218345,76821435,76821453,76821345,76824135,[76824153]
67281534,67281543,67281354,67285134,67285143,67218534,67218543,67218354,67821534,67821543,67821354,67825134,67825143,62781534,62781543,62781354,62785134,62785143,[62718534],[62718543],[62718354],76281534,76281543,76281354,76285134,76285143,76218534,76218543,76218354,76821534,76821543,76821354,76825134,76825143
67283415,67283451,67283145,67284315,67284351,67238415,67238451,[67238145],67823415,67823451,67823145,67824315,67824351,62783415,62783451,62783145,62784315,62784351,[62738415],[62738451],[62738145],76283415,76283451,76283145,76284315,76284351,76238415,76238451,[76238145],76823415,76823451,76823145,76824315,76824351
67283514,67283541,67283154,67285314,67285341,67238514,67238541,[67238154],67823514,67823541,67823154,67825314,67825341,62783514,62783541,62783154,62785314,62785341,[62738514],[62738541],[62738154],76283514,76283541,76283154,76285314,76285341,76238514,76238541,[76238154],76823514,76823541,76823154,76825314,76825341
67284513,67284531,[67284153],67285413,67285431,67248513,67248531,[67248153],67824513,67824531,[67824153],67825413,67825431,62784513,62784531,[62784153],62785413,62785431,[62748513],[62748531],[62748153],76284513,76284531,[76284153],76285413,76285431,76248513,76248531,[76248153],76824513,76824531,[76824153],76825413,76825431
67341528,67341582,67341258,67345128,[67345182],67314528,67314582,67314258,67431528,67431582,67431258,67435128,[67435182],[63741528],[63741582],[63741258],[63745128],[63745182],[63714528],[63714582],[63714258],76341528,76341582,76341258,76345128,[76345182],76314528,76314582,76314258,76431528,76431582,76431258,76435128,[76435182]
67341825,67341852,67341285,67348125,[67348152],67314825,67314852,67314285,67431825,67431852,67431285,67438125,[67438152],[63741825],[63741852],[63741285],[63748125],[63748152],[63714825],[63714852],[63714285],76341825,76341852,76341285,76348125,[76348152],76314825,76314852,76314285,76431825,76431852,76431285,76438125,[76438152]
67342518,67342581,67342158,67345218,67345281,67324518,67324581,67324158,67432518,67432581,67432158,67435218,67435281,[63742518],[63742581],[63742158],[63745218],[63745281],[63724518],[63724581],[63724158],76342518,76342581,76342158,76345218,76345281,76324518,76324581,76324158,76432518,76432581,76432158,76435218,76435281
67342815,67342851,67342185,67348215,67348251,67324815,67324851,67324185,67432815,67432851,67432185,67438215,67438251,[63742815],[63742851],[63742185],[63748215],[63748251],[63724815],[63724851],[63724185],76342815,76342851,76342185,76348215,76348251,76324815,76324851,76324185,76432815,76432851,76432185,76438215,76438251
67351428,67351482,67351248,67354128,[67354182],67315428,67315482,[67315248],67531428,67531482,67531248,67534128,[67534182],[63751428],[63751482],[63751248],[63754128],[63754182],[63715428],[63715482],[63715248],76351428,76351482,76351248,76354128,[76354182],76315428,76315482,[76315248],76531428,76531482,76531248,76534128,[76534182]
67351824,67351842,67351284,67358124,67358142,67315824,67315842,[67315284],67531824,67531842,67531284,67538124,[67538142],[63751824],[63751842],[63751284],[63758124],[63758142],[63715824],[63715842],[63715284],76351824,76351842,76351284,76358124,76358142,76315824,76315842,[76315284],76531824,76531842,76531284,76538124,[76538142]
67352418,67352481,67352148,67354218,67354281,67325418,67325481,[67325148],67532418,67532481,67532148,67534218,67534281,[63752418],[63752481],[63752148],[63754218],[63754281],[63725418],[63725481],[63725148],76352418,76352481,76352148,76354218,76354281,76325418,76325481,[76325148],76532418,76532481,76532148,76534218,76534281
67352814,67352841,67352184,67358214,67358241,67325814,67325841,[67325184],67532814,67532841,67532184,67538214,67538241,[63752814],[63752841],[63752184],[63758214],[63758241],[63725814],[63725841],[63725184],76352814,76352841,76352184,76358214,76358241,76325814,76325841,[76325184],76532814,76532841,76532184,76538214,76538241
67354812,67354821,[67354182],67358412,67358421,67345812,67345821,[67345182],67534812,67534821,[67534182],[67538412],[67538421],[63754812],[63754821],[63754182],[63758412],[63758421],[63745812],[63745821],[63745182],76354812,76354821,[76354182],76358412,76358421,76345812,76345821,[76345182],76534812,76534821,[76534182],[76538412],[76538421]
67381425,67381452,67381245,67384125,[67384152],67318425,67318452,[67318245],67831425,67831452,67831245,67834125,[67834152],63781425,63781452,63781245,63784125,[63784152],[63718425],[63718452],[63718245],76381425,76381452,76381245,76384125,[76384152],76318425,76318452,[76318245],76831425,76831452,76831245,76834125,[76834152]
67381524,67381542,67381254,67385124,67385142,67318524,67318542,[67318254],67831524,67831542,67831254,67835124,67835142,63781524,63781542,63781254,63785124,63785142,[63718524],[63718542],[63718254],76381524,76381542,76381254,76385124,76385142,76318524,76318542,[76318254],76831524,76831542,76831254,76835124,76835142
67382415,67382451,67382145,67384215,67384251,67328415,67328451,[67328145],67832415,67832451,67832145,67834215,67834251,63782415,63782451,63782145,63784215,63784251,[63728415],[63728451],[63728145],76382415,76382451,76382145,76384215,76384251,76328415,76328451,[76328145],76832415,76832451,76832145,76834215,76834251
67382514,67382541,67382154,67385214,67385241,67328514,67328541,[67328154],67832514,67832541,67832154,67835214,67835241,63782514,63782541,63782154,63785214,63785241,[63728514],[63728541],[63728154],76382514,76382541,76382154,76385214,76385241,76328514,76328541,[76328154],76832514,76832541,76832154,76835214,76835241
67384512,67384521,[67384152],67385412,67385421,67348512,67348521,[67348152],67834512,67834521,[67834152],67835412,67835421,63784512,63784521,[63784152],63785412,63785421,[63748512],[63748521],[63748152],76384512,76384521,[76384152],76385412,76385421,76348512,76348521,[76348152],76834512,76834521,[76834152],76835412,76835421
67451328,67451382,67451238,67453128,[67453182],[67415328],[67415382],[67415238],67541328,67541382,67541238,67543128,[67543182],[64751328],[64751382],[64751238],[64753128],[64753182],[64715328],[64715382],[64715238],76451328,76451382,76451238,76453128,[76453182],[76415328],[76415382],[76415238],76541328,76541382,76541238,76543128,[76543182]
67451823,67451832,67451283,67458123,67458132,67415823,67415832,[67415283],67541823,67541832,67541283,67548123,67548132,[64751823],[64751832],[64751283],[64758123],[64758132],[64715823],[64715832],[64715283],76451823,76451832,76451283,76458123,76458132,76415823,76415832,[76415283],76541823,76541832,76541283,76548123,76548132
67452318,67452381,67452138,67453218,67453281,[67425318],[67425381],[67425138],67542318,67542381,67542138,67543218,67543281,[64752318],[64752381],[64752138],[64753218],[64753281],[64725318],[64725381],[64725138],76452318,76452381,76452138,76453218,76453281,[76425318],[76425381],[76425138],76542318,76542381,76542138,76543218,76543281
